 dense (Dense)               (None, 256)               33554688;;;;;;;2023-06-04 18:57:48.031229: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.28GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-04 18:57:48.233611: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.30GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 dense_1 (Dense)             (None, 512)               131584;;;;;;;45/45 [==============================] - 52s 989ms/step - loss: 0.5009 - accuracy: 0.7722 - precision: 0.7722 - val_loss: 0.7902 - val_accuracy: 0.7239 - val_precision: 1.0000
;;;;;;;Epoch 2/30
 dense_2 (Dense)             (None, 1)                 513;;;;;;;45/45 [==============================] - 74s 2s/step - loss: 0.0958 - accuracy: 0.9750 - precision: 0.9831 - val_loss: 0.8928 - val_accuracy: 0.7537 - val_precision: 1.0000
;;;;;;;Epoch 3/30
=================================================================;;;;;;;45/45 [==============================] - 126s 3s/step - loss: 0.0804 - accuracy: 0.9667 - precision: 0.9615 - val_loss: 0.5223 - val_accuracy: 0.8134 - val_precision: 0.9773
Total params: 57,274,527;;;;;;;Epoch 4/30
Trainable params: 33,686,815;;;;;;;45/45 [==============================] - 125s 3s/step - loss: 0.0268 - accuracy: 0.9917 - precision: 0.9944 - val_loss: 0.5160 - val_accuracy: 0.8358 - val_precision: 0.9412
Non-trainable params: 23,587,712;;;;;;;Epoch 5/30
_________________________________________________________________;;;;;;;45/45 [==============================] - 134s 3s/step - loss: 0.0184 - accuracy: 0.9944 - precision: 0.9890 - val_loss: 0.5724 - val_accuracy: 0.8284 - val_precision: 0.9074
;;;;;;;Epoch 6/30
;;;;;;;45/45 [==============================] - 137s 3s/step - loss: 0.0423 - accuracy: 0.9889 - precision: 0.9889 - val_loss: 0.7065 - val_accuracy: 0.8358 - val_precision: 0.9592
;;;;;;;Epoch 7/30
;;;;;;;45/45 [==============================] - 133s 3s/step - loss: 0.0039 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.5998 - val_accuracy: 0.8284 - val_precision: 0.8929
;;;;;;;Epoch 8/30
;;;;;;;45/45 [==============================] - 134s 3s/step - loss: 0.0017 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7143 - val_accuracy: 0.8582 - val_precision: 0.9800
;;;;;;;Epoch 9/30
;;;;;;;45/45 [==============================] - 134s 3s/step - loss: 0.0012 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.6971 - val_accuracy: 0.8657 - val_precision: 0.9804
;;;;;;;Epoch 10/30
;;;;;;;45/45 [==============================] - 131s 3s/step - loss: 7.8009e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7564 - val_accuracy: 0.8507 - val_precision: 0.9796
;;;;;;;Epoch 11/30
;;;;;;;45/45 [==============================] - 128s 3s/step - loss: 6.5952e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7026 - val_accuracy: 0.8582 - val_precision: 0.9800
;;;;;;;Epoch 12/30
;;;;;;;45/45 [==============================] - 129s 3s/step - loss: 5.9882e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7714 - val_accuracy: 0.8507 - val_precision: 0.9796
;;;;;;;Epoch 13/30
;;;;;;;45/45 [==============================] - 144s 3s/step - loss: 5.1464e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7817 - val_accuracy: 0.8507 - val_precision: 0.9796
;;;;;;;Epoch 14/30
;;;;;;;45/45 [==============================] - 140s 3s/step - loss: 4.4422e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.8235 - val_accuracy: 0.8507 - val_precision: 0.9796
;;;;;;;Modelo entrenado
;;;;;;;Duraci�n del entrenamiento: 28 minutos y 44 segundos
